Date,Open,High,Low,Close,Adj Close,Volume
2014-02-05,174.779999,175.559998,173.710007,175.169998,160.292801,164230500
2014-02-06,175.580002,177.479996,175.220001,177.479996,162.406616,132877600
2014-02-07,178.309998,179.869995,177.729996,179.679993,164.419769,170787200
2014-02-10,179.699997,180.070007,179.210007,180.009995,164.721725,92218800
2014-02-11,180.160004,182.440002,180.039993,181.979996,166.524414,117814100
2014-02-12,182.250000,182.830002,181.710007,182.070007,166.606812,94717700
2014-02-13,180.839996,183.199997,180.830002,183.009995,167.466919,100542200
2014-02-14,182.839996,184.360001,182.669998,184.020004,168.391205,96498400
2014-02-18,184.179993,184.490005,183.649994,184.240005,168.592468,80460900
2014-02-19,183.759995,184.949997,182.869995,183.020004,167.476105,126524300
2014-02-20,183.270004,184.520004,182.600006,184.100006,168.464386,104998100
2014-02-21,184.449997,184.889999,183.800003,183.889999,168.272232,118116400
2014-02-24,184.279999,186.149994,184.199997,184.910004,169.205582,114063900
2014-02-25,185.059998,185.589996,184.229996,184.839996,169.141510,117085000
2014-02-26,185.110001,185.600006,184.330002,184.850006,169.150650,98677200
2014-02-27,184.580002,185.869995,184.369995,185.820007,170.038315,93880800
2014-02-28,185.789993,187.149994,185.050003,186.289993,170.468384,150842000
2014-03-03,184.649994,185.449997,183.750000,184.979996,169.269638,167748500
2014-03-04,186.789993,187.979996,186.750000,187.580002,171.648819,167545900
2014-03-05,187.740005,188.070007,187.449997,187.750000,171.804382,88376900
2014-03-06,188.210007,188.610001,187.779999,188.179993,172.197876,82516500
2014-03-07,188.960007,188.960007,187.429993,188.259995,172.271042,114513500
2014-03-10,187.970001,188.229996,187.080002,188.160004,172.179581,74939200
2014-03-11,188.440002,188.710007,186.800003,187.229996,171.328552,99009100
2014-03-12,186.320007,187.350006,185.899994,187.279999,171.374268,104824400
2014-03-13,187.839996,187.990005,184.660004,185.179993,169.452652,155014300
2014-03-14,184.850006,185.800003,184.440002,184.660004,168.976868,153919600
2014-03-17,185.589996,186.770004,185.509995,186.330002,170.504974,98359500
2014-03-18,186.710007,187.910004,186.509995,187.660004,171.722046,101804600
2014-03-19,187.679993,187.940002,185.470001,186.660004,170.806946,176267300
2014-03-20,186.250000,187.889999,185.919998,187.750000,171.804382,117241000
2014-03-21,187.710007,189.020004,186.029999,186.199997,171.137680,163128000
2014-03-24,186.839996,187.070007,184.619995,185.429993,170.429932,121411000
2014-03-25,186.369995,186.940002,185.270004,186.309998,171.238770,103852000
2014-03-26,187.039993,187.339996,184.919998,184.970001,170.007172,119843000
2014-03-27,184.750000,185.339996,183.899994,184.580002,169.648697,142383000
2014-03-28,185.110001,186.419998,185.000000,185.490005,170.485077,101642000
2014-03-31,186.669998,187.300003,185.520004,187.009995,171.882156,99745000
2014-04-01,187.619995,188.360001,187.000000,188.250000,173.021851,89193000
2014-04-02,188.490005,189.130005,188.139999,188.880005,173.600906,78774000
2014-04-03,189.169998,189.220001,188.050003,188.630005,173.371109,77435000
2014-04-04,189.660004,189.699997,186.100006,186.399994,171.321487,169381000
2014-04-07,185.949997,186.259995,183.960007,184.339996,169.428146,140803000
2014-04-08,184.259995,185.399994,183.589996,185.100006,170.126678,112660000
2014-04-09,185.600006,187.149994,185.059998,187.089996,171.955688,100254000
2014-04-10,187.080002,187.169998,182.929993,183.160004,168.343582,172959000
2014-04-11,182.139999,183.419998,181.309998,181.509995,166.827057,167251000
2014-04-14,182.929993,183.369995,181.440002,182.940002,168.141342,132382000
2014-04-15,183.320007,184.330002,181.509995,184.199997,169.299423,157093000
2014-04-16,185.470001,186.139999,184.649994,186.130005,171.073349,105197000
2014-04-17,185.880005,186.910004,185.559998,186.389999,171.312271,105255000
2014-04-21,186.440002,187.100006,186.210007,187.039993,171.909698,68329000
2014-04-22,187.229996,188.399994,187.130005,187.889999,172.690933,85790000
2014-04-23,187.820007,187.919998,187.300003,187.449997,172.286514,73869000
2014-04-24,188.369995,188.389999,186.929993,187.830002,172.635818,88170000
2014-04-25,187.220001,187.330002,185.869995,186.289993,171.220398,100380000
2014-04-28,187.050003,187.690002,184.960007,186.880005,171.762665,135121000
2014-04-29,187.479996,188.039993,187.080002,187.750000,172.562271,84098000
2014-04-30,187.440002,188.500000,187.179993,188.309998,173.076965,101508000
2014-05-01,188.220001,188.839996,187.729996,188.330002,173.095398,93019000
2014-05-02,188.309998,189.139999,187.779999,188.059998,172.847183,98122000
2014-05-05,187.139999,188.550003,186.619995,188.419998,173.178070,75883000
2014-05-06,188.000000,188.130005,186.740005,186.779999,171.670746,85454000
2014-05-07,187.410004,187.970001,186.009995,187.880005,172.681763,106500000
2014-05-08,187.710007,189.050003,187.080002,187.679993,172.497925,93618000
2014-05-09,187.710007,188.039993,186.830002,187.960007,172.755295,83679000
2014-05-12,188.800003,189.880005,188.000000,189.789993,174.437225,86940000
2014-05-13,190.039993,190.419998,189.770004,189.960007,174.593491,66454000
2014-05-14,189.789993,189.880005,188.789993,189.059998,173.766296,72367000
2014-05-15,188.679993,188.720001,186.479996,187.399994,172.240585,154956000
2014-05-16,187.509995,188.130005,186.720001,188.050003,172.838028,97458000
2014-05-19,187.690002,188.889999,187.520004,188.740005,173.472214,63839000
2014-05-20,188.649994,188.669998,187.070007,187.550003,172.378494,111644000
2014-05-21,188.089996,189.220001,188.059998,189.130005,173.830658,89093000
2014-05-22,189.179993,189.979996,188.860001,189.589996,174.253448,61549000
2014-05-23,189.759995,190.479996,189.589996,190.350006,174.951981,61092800
2014-05-27,191.059998,191.580002,190.949997,191.520004,176.027328,72010000
2014-05-28,191.520004,191.820007,191.059998,191.380005,175.898666,66723000
2014-05-29,191.820007,192.399994,191.330002,192.369995,176.808563,64377000
2014-05-30,192.190002,192.800003,192.029999,192.679993,177.093475,76316000
2014-06-02,192.949997,192.990005,191.970001,192.899994,177.295685,64656000
2014-06-03,192.429993,192.899994,192.250000,192.800003,177.203796,65047000
2014-06-04,192.470001,193.300003,192.270004,193.190002,177.562241,55529000
2014-06-05,193.410004,194.649994,192.699997,194.449997,178.720306,92103000
2014-06-06,194.869995,195.429993,194.779999,195.380005,179.575073,78696000
2014-06-09,195.350006,196.050003,195.169998,195.580002,179.758926,65119000
2014-06-10,195.339996,195.639999,194.919998,195.600006,179.777313,57129000
2014-06-11,194.899994,195.119995,194.479996,194.919998,179.152283,68772000
2014-06-12,194.690002,194.800003,193.110001,193.539993,177.883942,106350000
2014-06-13,193.919998,194.320007,193.300003,194.130005,178.426163,82017000
2014-06-16,193.889999,194.699997,193.660004,194.289993,178.573257,87424000
2014-06-17,194.020004,194.970001,193.809998,194.830002,179.069595,84834000
2014-06-18,194.830002,196.369995,194.399994,196.259995,180.383896,105267000
2014-06-19,196.429993,196.600006,195.800003,196.479996,180.586105,85929000
2014-06-20,196.029999,196.100006,195.699997,195.940002,180.952438,100587000
2014-06-23,195.990005,196.050003,195.520004,195.880005,180.897018,70611000
2014-06-24,195.529999,196.500000,194.479996,194.699997,179.807251,96237000
2014-06-25,194.289993,195.779999,194.250000,195.580002,180.619980,82782000
2014-06-26,195.610001,195.630005,194.130005,195.440002,180.490677,84312000
2014-06-27,194.979996,195.880005,194.889999,195.820007,180.841614,71445100
2014-06-30,195.699997,196.169998,195.529999,195.720001,180.749222,70201200
2014-07-01,196.199997,197.630005,196.130005,197.029999,181.959076,90470000
2014-07-02,197.050003,197.479996,196.960007,197.229996,182.143753,52475000
2014-07-03,197.789993,198.289993,197.639999,198.199997,183.039551,52938800
2014-07-07,197.820007,197.979996,197.220001,197.509995,182.402359,61696000
2014-07-08,197.149994,197.220001,195.759995,196.240005,181.229492,108143000
2014-07-09,196.729996,197.300003,196.309998,197.119995,182.042175,72992000
2014-07-10,195.220001,196.860001,195.059998,196.339996,181.321854,99040000
2014-07-11,196.220001,196.750000,195.779999,196.610001,181.571167,64243000
2014-07-14,197.610001,197.860001,197.440002,197.600006,182.485474,58658000
2014-07-15,197.720001,198.100006,196.360001,197.229996,182.143753,111307000
2014-07-16,198.110001,198.259995,197.419998,197.960007,182.817932,79986400
2014-07-17,197.350006,198.100006,195.429993,195.710007,180.740051,145398000
2014-07-18,196.350006,197.910004,196.240005,197.710007,182.587067,124330000
2014-07-21,197.089996,197.500000,196.429993,197.339996,182.245346,67592000
2014-07-22,198.009995,198.559998,197.869995,198.199997,183.039551,67678000
2014-07-23,198.500000,198.850006,198.100006,198.639999,183.445908,65612000
2014-07-24,198.830002,199.059998,198.449997,198.649994,183.455139,56888000
2014-07-25,198.089996,198.259995,197.330002,197.720001,182.596298,76837000
2014-07-28,197.759995,198.089996,196.619995,197.800003,182.670166,69259000
2014-07-29,198.169998,198.449997,196.919998,196.949997,181.885178,80466000
2014-07-30,197.649994,197.910004,196.160004,196.979996,181.912872,104222000
2014-07-31,195.610001,195.779999,192.970001,193.089996,178.320389,183479000
2014-08-01,192.559998,193.759995,191.570007,192.500000,177.775589,189261000
2014-08-04,192.869995,194.300003,192.050003,193.889999,179.059235,91340000
2014-08-05,193.100006,193.600006,191.309998,192.009995,177.323044,152690000
2014-08-06,191.110001,192.889999,191.080002,192.070007,177.378448,94818000
2014-08-07,192.940002,193.130005,190.550003,191.029999,176.417999,135733000
2014-08-08,191.460007,193.369995,190.949997,193.240005,178.458969,117014000
2014-08-11,193.970001,194.660004,193.710007,193.800003,178.976135,74544000
2014-08-12,193.610001,194.149994,192.940002,193.529999,178.726791,73632000
2014-08-13,194.289993,195.059998,193.960007,194.839996,179.936569,69047000
2014-08-14,195.160004,195.759995,194.979996,195.759995,180.786209,57371000
2014-08-15,196.470001,196.649994,194.309998,195.720001,180.749222,139951000
2014-08-18,196.800003,197.449997,196.690002,197.360001,182.263855,75424000
2014-08-19,197.839996,198.539993,197.440002,198.389999,183.215027,59135000
2014-08-20,198.119995,199.160004,198.080002,198.919998,183.704483,72763000
2014-08-21,199.089996,199.759995,198.929993,199.500000,184.240112,67791000
2014-08-22,199.339996,199.690002,198.740005,199.190002,183.953842,76107000
2014-08-25,200.139999,200.589996,199.149994,200.199997,184.886581,63855000
2014-08-26,200.330002,200.820007,200.279999,200.330002,185.006668,47298000
2014-08-27,200.429993,200.570007,199.940002,200.250000,184.932755,47874000
2014-08-28,199.589996,200.270004,199.389999,200.139999,184.831161,58330000
2014-08-29,200.449997,200.729996,199.820007,200.710007,185.357590,65907000
2014-09-02,200.970001,201.000000,199.860001,200.610001,185.265259,72426000
2014-09-03,201.380005,201.410004,200.220001,200.500000,185.163635,57462000
2014-09-04,200.839996,201.580002,199.660004,200.210007,184.895813,85236000
2014-09-05,200.169998,201.190002,199.410004,201.110001,185.726974,102177000
2014-09-08,200.919998,201.210007,200.000000,200.589996,185.246780,64146000
2014-09-09,200.410004,200.550003,198.910004,199.320007,184.073898,88591000
2014-09-10,199.429993,200.199997,198.770004,200.070007,184.766541,67251000
2014-09-11,199.270004,200.330002,199.119995,200.300003,184.978928,66774400
2014-09-12,200.100006,200.119995,198.559998,199.130005,183.898453,117409300
2014-09-15,199.160004,199.320007,198.380005,198.979996,183.759918,76401000
2014-09-16,198.610001,200.839996,198.500000,200.479996,185.145142,116201000
2014-09-17,200.770004,201.679993,199.750000,200.750000,185.394516,151266000
2014-09-18,201.360001,201.850006,201.100006,201.820007,186.382645,94990000
2014-09-19,201.520004,201.899994,200.289993,200.699997,186.214905,121649000
2014-09-22,200.350006,200.380005,198.729996,199.149994,184.776749,125553000
2014-09-23,198.429993,199.259995,197.949997,198.009995,183.719055,111393000
2014-09-24,198.039993,199.690002,197.520004,199.559998,185.157196,107276000
2014-09-25,199.039993,199.050003,196.270004,196.339996,182.169571,150300000
2014-09-26,196.699997,198.389999,196.419998,197.899994,183.616959,103547000
2014-09-29,196.199997,197.889999,196.050003,197.539993,183.282974,95112000
2014-09-30,197.690002,198.300003,196.610001,197.020004,182.800507,131302000
2014-10-01,196.699997,196.770004,193.910004,194.350006,180.323212,177798000
2014-10-02,194.179993,195.059998,192.350006,194.380005,180.351028,157285000
2014-10-03,195.679993,196.940002,195.080002,196.520004,182.336594,121569000
2014-10-06,197.339996,197.600006,195.580002,196.289993,182.123199,104778000
2014-10-07,195.279999,195.720001,193.220001,193.259995,179.311859,147913000
2014-10-08,193.369995,196.919998,192.360001,196.639999,182.447922,186461000
2014-10-09,196.330002,196.600006,192.580002,192.740005,178.829391,210705000
2014-10-10,192.690002,193.649994,190.490005,190.539993,176.788177,221909000
2014-10-13,190.460007,191.149994,187.300003,187.410004,173.884079,230939000
2014-10-14,188.419998,189.820007,187.039993,187.699997,174.153152,215847000
2014-10-15,185.160004,187.690002,181.919998,186.429993,172.974838,380715000
2014-10-16,183.059998,187.580002,182.889999,186.270004,172.826340,270391000
2014-10-17,188.419998,189.750000,187.619995,188.470001,174.867569,214625000
2014-10-20,188.130005,190.449997,188.070007,190.300003,176.565506,130011000
2014-10-21,191.679993,194.199997,191.479996,194.070007,180.063385,154949000
2014-10-22,194.410004,194.910004,192.610001,192.690002,178.783020,151822000
2014-10-23,194.619995,196.199997,194.259995,194.929993,180.861374,154944000
2014-10-24,195.250000,196.490005,194.490005,196.429993,182.253067,117927000
2014-10-27,195.729996,196.449997,195.029999,196.160004,182.002548,82954000
2014-10-28,196.820007,198.419998,196.729996,198.410004,184.090210,106736000
2014-10-29,198.550003,199.119995,196.800003,198.110001,183.811844,142557000
2014-10-30,197.580002,199.949997,197.399994,199.380005,184.990189,113330000
2014-10-31,201.779999,201.820007,200.770004,201.660004,187.105637,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,187.207672,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,186.558212,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,187.736542,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,188.488083,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,188.664352,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,189.258163,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,189.443741,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,189.239655,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,189.453018,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,189.499451,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,189.620026,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,190.714874,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,190.408676,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,190.742691,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,191.763321,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,192.301437,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,192.162277,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,192.654037,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,192.245773,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,190.909714,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,192.143723,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,192.885986,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,192.672592,91316600
2014-12-05,207.869995,208.470001,207.550003,208.000000,192.988037,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,191.698380,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,191.568481,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,188.497375,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,189.453018,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,186.391174,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,185.110779,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,183.626266,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,187.226227,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,191.856079,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,192.672348,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,193.558640,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,193.819885,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,193.838547,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,194.463608,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,194.724823,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,193.679932,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,191.758057,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,191.655411,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,188.194214,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,186.421570,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,188.744629,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,192.093918,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,190.554535,150812300
2015-01-12,204.410004,204.600006,201.919998,202.649994,189.061844,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,188.530060,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,187.391846,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,185.675232,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,188.110245,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,188.511398,129466200
2015-01-21,201.500000,203.660004,200.940002,203.080002,189.462997,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,192.280518,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,191.226273,115637000
2015-01-26,204.710007,205.559998,203.850006,205.449997,191.674103,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,189.145767,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,186.720139,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,188.446075,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,186.076385,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,188.380783,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,191.104996,122416200
2015-02-04,203.919998,205.380005,203.509995,204.059998,190.377289,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,192.299179,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,191.767380,119694900
2015-02-09,204.770004,205.639999,204.139999,204.630005,190.909103,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,192.942886,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,193.054855,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,194.911423,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,195.713745,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,196.021622,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,196.040298,74848400
2015-02-19,209.410004,210.419998,209.240005,209.979996,195.900345,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,197.075836,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,197.047882,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,197.607635,70943200
2015-02-25,211.660004,212.240005,211.220001,211.630005,197.439697,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,197.206451,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,196.534760,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,197.775604,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,196.963898,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,196.133560,105665800
2015-03-05,209.419998,210.800003,209.850006,210.460007,196.348175,76873000
2015-03-06,210.460007,210.460007,207.100006,207.500000,193.586639,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,194.388962,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,191.235596,153901500
2015-03-11,205.289993,205.500000,204.399994,204.500000,190.787811,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,193.213440,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,192.028610,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,194.594208,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,194.015808,91167100
2015-03-18,207.389999,211.270004,206.619995,210.460007,196.348175,220171200
2015-03-19,209.960007,210.470001,209.029999,209.500000,195.452530,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,197.177582,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,196.793350,71310300
2015-03-24,209.850006,210.399994,208.740005,208.820007,195.687576,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,192.820007,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,192.360825,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,192.801270,109352100
2015-03-30,205.740005,208.610001,206.960007,208.250000,195.153412,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,193.447876,126768700
2015-04-01,206.429993,206.429993,204.509995,205.699997,192.763779,132644700
2015-04-02,205.619995,206.979996,205.399994,206.440002,193.457245,86900900
2015-04-06,206.440002,208.449997,205.210007,207.830002,194.759827,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,194.244415,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,194.900375,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,195.762527,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,196.830811,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,195.940582,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,196.315460,73013500
2015-04-15,210.050003,211.039993,209.949997,210.429993,197.196304,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,197.140076,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,194.872253,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,196.652786,82969100
2015-04-21,210.669998,210.860001,209.240005,209.600006,196.418503,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,197.383728,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,197.880402,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,198.339600,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,197.514954,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,198.142776,86863500
2015-04-29,211.440002,211.440002,209.600006,210.570007,197.327515,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,195.350204,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,197.468079,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,198.030334,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,195.762527,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,194.956589,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,195.734421,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,198.311462,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,197.364990,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,196.774612,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,196.812119,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,198.864395,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,199.079941,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,199.698380,72785600
2015-05-19,213.240005,213.570007,212.690002,213.029999,199.632797,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,199.492218,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,200.073227,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,199.595322,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,197.449310,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,199.323517,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,199.098633,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,197.861649,111964800
2015-06-01,211.940002,212.339996,210.619995,211.570007,198.264587,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,198.067841,89527800
2015-06-03,212.000000,212.669998,211.330002,211.919998,198.592621,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,196.915161,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,196.577820,121704700
2015-06-08,209.639999,209.820007,208.389999,208.419998,195.312698,85339800
2015-06-09,208.449997,209.100006,207.690002,208.449997,195.340836,105034700
2015-06-10,209.369995,211.410004,209.300003,210.960007,197.692978,134551300
2015-06-11,211.479996,212.089996,211.199997,211.649994,198.339600,73876400
2015-06-12,210.639999,211.479996,209.679993,209.929993,196.727783,135382400
2015-06-15,208.639999,209.449997,207.789993,209.100006,195.949966,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,197.027634,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,197.346237,126708600
2015-06-18,211.309998,213.339996,210.630005,212.710007,199.332901,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,198.513733,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,199.530716,70696000
2015-06-23,212.139999,212.440002,211.570007,212.050003,199.681427,68476800
2015-06-24,211.720001,212.169998,210.470001,210.509995,198.231247,92307300
2015-06-25,211.100006,211.250000,209.770004,209.830002,197.590881,97107400
2015-06-26,210.289993,210.580002,209.160004,209.899994,197.656815,104174800
2015-06-29,208.050003,209.830002,205.330002,205.470001,193.485214,202621300
2015-06-30,207.259995,207.320007,205.279999,205.889999,193.880707,182925100
2015-07-01,207.729996,208.029999,206.559998,207.570007,195.462723,135979900
2015-07-02,208.070007,208.270004,206.809998,207.320007,195.227341,104373700
2015-07-06,205.770004,207.649994,205.529999,206.669998,194.615219,117975400
2015-07-07,206.960007,208.169998,204.110001,208.009995,195.877045,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,192.600021,164020100
2015-07-09,207.039993,207.350006,204.770004,204.800003,192.854279,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,195.377960,129456900
2015-07-13,208.990005,209.899994,208.940002,209.759995,197.524979,106069400
2015-07-14,209.720001,211.050003,209.649994,210.720001,198.429001,81709600
2015-07-15,210.729996,211.279999,210.039993,210.630005,198.344223,97914100
2015-07-16,211.869995,212.300003,211.580002,212.270004,199.888580,106683300
2015-07-17,212.289993,212.550003,211.800003,212.470001,200.076904,89030000
2015-07-20,212.750000,213.179993,212.210007,212.619995,200.218155,65523100
2015-07-21,212.429993,212.740005,211.389999,211.759995,199.408325,77965000
2015-07-22,210.929993,211.770004,210.889999,211.289993,198.965729,88667900
2015-07-23,211.529999,211.649994,209.750000,210.139999,197.882797,90509100
2015-07-24,210.300003,210.369995,207.600006,207.940002,195.811142,117755000
2015-07-27,208.000000,208.000000,206.259995,206.740005,194.681122,132361100
2015-07-28,207.789993,209.500000,206.800003,209.309998,197.101227,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,198.476089,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,198.523163,91304400
2015-07-31,211.419998,211.449997,210.160004,210.449997,198.174744,103266900
2015-08-03,210.460007,210.529999,208.649994,209.729996,197.496735,113965700
2015-08-04,209.699997,210.250000,208.800003,209.320007,197.110641,81820800
2015-08-05,210.449997,211.309998,209.729996,210.100006,197.845169,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,196.197220,116030800
2015-08-07,208.160004,208.339996,206.869995,207.919998,195.792282,117858000
2015-08-10,209.279999,210.669998,209.279999,210.630005,198.344223,80270700
2015-08-11,208.970001,209.470001,207.759995,208.660004,196.489151,117481700
2015-08-12,207.110001,209.139999,205.360001,208.919998,196.733932,172123700
2015-08-13,208.729996,209.550003,208.009995,208.699997,196.526794,89383300
2015-08-14,208.429993,209.509995,208.259995,209.360001,197.148315,69387000
2015-08-17,208.710007,210.589996,208.160004,210.559998,198.278320,79072600
2015-08-18,210.259995,210.679993,209.699997,209.929993,197.685074,71692700
2015-08-19,209.089996,210.009995,207.350006,208.279999,196.131287,172946000
